Date,ATHENS GENERAL INDEX,LAMDA,JUMBO,MYTILINAIOS,AEGEAN,OTE,OPAP,TERNA,DEH,TPEIRAIWS,ETE,EUROBANK,ALPHA
10/06/2014,1322.9,4.4814,10.2942,6.0443,5.0219,10.3355,6.9355,3.1474,5.1739,3840,429,43.0483,38
06/06/2014,1305.16,4.6866,10.0954,5.9311,5.0709,10.0197,6.6739,3.1623,5.1356,3860,435,41.6597,38
05/06/2014,1285.97,4.909,10.0954,5.9746,5.0832,9.6186,6.7166,3.1101,5.1186,3800,412.5,41.0645,36.4
04/06/2014,1251.05,4.8919,9.4595,5.9572,5.0525,9.2943,6.5832,3.1101,5.0462,3620,391.5,40.767,34.8
03/06/2014,1234.62,4.8235,8.919,5.7482,4.9913,9.0041,6.4871,3.0728,4.8971,3680,382.5,40.1718,35
02/06/2014,1245.15,4.7123,9.0779,5.7656,5.0281,9.3284,6.5725,3.1324,4.8886,3640,388.5,40.3702,35.55
30/05/2014,1223.48,4.7892,8.6964,5.5914,5.1077,8.97,6.6526,3.1846,4.6842,3600,393,40.6678,34.5
29/05/2014,1206.21,4.7208,8.8156,5.5218,5.1138,9.0468,6.7273,3.1101,4.7055,3420,378,38.3864,34.9
28/05/2014,1220.16,4.7208,9.062,5.6785,5.2669,9.3882,6.5671,3.1697,4.8247,3460,369,36.7002,35
27/05/2014,1207.55,4.832,9.1733,5.6611,5.2057,9.465,6.0866,3.028,4.7736,3380,369,37.4937,34.7
26/05/2014,1197.71,4.6182,9.2687,5.635,4.9423,9.3882,6.0279,3.0056,4.7396,3440,363,38.5848,34
23/05/2014,1171.15,4.661,9.0461,5.4869,4.8749,8.9614,5.9025,2.8341,4.6161,3400,343.5,37.6921,33
22/05/2014,1150.97,4.5156,9.0143,5.426,4.7402,8.731,5.7354,2.7968,4.4756,3260,336,36.7002,32.75
21/05/2014,1136.76,4.3787,8.9031,5.3127,4.6545,8.6371,5.8242,2.7968,4.3222,3200,328.5,35.7083,32.35
20/05/2014,1119.3,4.2761,8.5851,5.2692,4.6728,8.859,5.6936,2.8714,4.3946,2960,321,35.7083,31.5
19/05/2014,1066.54,4.2077,8.2671,4.9034,4.5381,8.2787,5.4324,2.6626,4.0029,2780,316.5,32.8318,30
16/05/2014,1088.25,4.182,8.4261,4.9121,4.5442,8.364,5.6361,2.7521,4.0497,2900,318,32.3358,30.9
15/05/2014,1123.62,4.507,8.1081,5.095,4.6238,8.62,5.5891,2.8267,4.2924,3260,324,34.2205,30.75
14/05/2014,1178.12,4.7294,8.8554,5.304,4.7096,9.0638,5.8503,2.9534,4.5139,3360,363,36.0059,33.3
13/05/2014,1160.81,4.7208,8.5453,5.2256,4.6483,8.9188,5.5369,2.9684,4.467,3360,375,35.3115,32.35
12/05/2014,1164.59,4.661,8.5056,5.2953,4.6545,8.9614,5.5369,2.9833,4.467,3340,394.5,34.7164,31.8
09/05/2014,1191.7,4.8063,8.7759,5.4434,4.7341,9.0468,5.7458,3.0579,4.6416,3360,381,34.8156,32.5
08/05/2014,1224.69,4.8748,9.1256,5.5653,4.7953,9.1833,5.9809,3.1846,4.7012,3520,387,36.3034,34.8
07/05/2014,1231.25,4.8235,8.9746,5.6263,4.8749,9.7125,5.9391,3.2741,4.8333,3500,408,38.0889,34.4
06/05/2014,1215.08,4.7892,8.9746,5.4172,4.7157,9.593,5.7981,3.0951,4.5778,3500,421.5,35.7083,34.5
05/05/2014,1232.52,4.909,9.3005,5.4434,4.6667,9.7552,5.8712,3.0951,4.68,3540,429,44.1394,35.25
02/05/2014,1240.16,5.0287,9.1892,5.6001,4.6238,9.8149,5.8764,3.1474,4.68,3520,421.5,47.9086,35.15
30/04/2014,1232.12,5.1313,9.2608,5.6001,4.5626,9.8064,6.007,3.207,4.6374,3400,420,40.6678,34.85
29/04/2014,1195.2,4.9432,8.919,5.3911,4.434,9.0468,6.007,3.1026,4.4713,3320,430.5,38.684,33.75
28/04/2014,1193.95,5.0458,8.8633,5.3563,4.4156,9.0468,5.8764,3.0579,4.4372,3320,427.5,36.601,33.7
25/04/2014,1223.14,5.0971,9.1336,5.5566,4.4952,9.2516,6.0749,3.1623,4.582,3360,441,37.3945,34.35
24/04/2014,1230.55,5.0116,9.1415,5.5827,4.4952,9.4308,6.1062,3.1996,4.7523,3440,465,38.684,34
23/04/2014,1230.2,5.0202,9.1256,5.6437,4.5197,9.6015,6.0592,3.1324,4.8333,3400,457.5,41.6597,33.95
22/04/2014,1260.72,4.9859,9.7218,5.8527,4.532,9.8917,6.1115,3.2443,4.8886,3540,477,41.9573,34.25
17/04/2014,1248.61,5.2169,9.6185,5.8788,4.5504,9.5759,5.9286,3.1996,4.8631,3420,471,39.0807,34.75
16/04/2014,1218,5.1313,9.07,5.783,4.3972,9.2004,5.4638,3.0579,4.6161,3500,445.5,37.7913,34.5
15/04/2014,1186.99,4.909,8.7838,5.4695,4.4095,8.62,5.3018,2.9833,4.3861,3580,456,40.271,33.85
14/04/2014,1207.82,4.8919,9.2131,5.6785,4.4279,8.8163,5.2862,3.0206,4.4713,3460,489,39.8743,34.2
11/04/2014,1250.8,5.2682,9.4595,5.9224,4.532,9.3028,5.4846,3.1101,4.714,3580,556.5,42.9492,35.05
