Date,ATHENS GENERAL INDEX,LAMDA,JUMBO,MYTILINAIOS,AEGEAN,OTE,OPAP,TERNA,DEH,TPEIRAIWS,ETE,EUROBANK,ALPHA
27/03/2020,550.85,5.58,11.5758,5.92,4.19,10.6407,6.6998,6.9578,2.2,1.198,1.0895,0.3938,0.65
26/03/2020,573.35,5.7,11.9011,6.2447,4.63,11.4519,6.84,7.1225,2.4,1.24,1.1,0.4146,0.6915
24/03/2020,552.45,5.39,10.9349,6.0823,4.29,11.3278,6.3566,7.1419,2.228,1.101,0.925,0.3392,0.602
23/03/2020,513.07,4.8,9.5094,5.5428,4,10.8793,5.8973,6.7543,1.931,0.963,0.85,0.3124,0.53
20/03/2020,555.13,5.08,10.8488,5.9677,3.85,11.2419,6.3614,6.9578,2.22,1.04,0.9964,0.3624,0.6315
19/03/2020,525.29,4.83,11.3654,5.4903,3.35,10.8793,6.0134,6.5314,2.26,0.9655,0.9102,0.3372,0.596
18/03/2020,487.35,4.9,10.7053,4.9127,3.5,9.5814,5.6895,6.2795,1.76,0.9505,0.8862,0.3208,0.59
17/03/2020,491.94,4.885,10.6957,5.032,3.75,8.9134,5.849,6.1535,1.69,1,1,0.3372,0.6555
16/03/2020,484.4,4.455,10.9062,4.7837,4,8.8323,5.6653,5.6011,1.55,1.006,0.93,0.3769,0.75
13/03/2020,551.97,5.4,12.0733,5.1561,4.8,9.8582,7.3233,5.9403,1.8,1.225,1.1715,0.4194,0.918
12/03/2020,538.55,5.33,12.1499,5.0797,4.2,9.5337,7.4829,6.1923,1.83,1.15,1.1455,0.3918,0.85
11/03/2020,602.48,5.85,13.2692,5.4617,4.6,10.6789,8.4303,6.764,2.12,1.38,1.449,0.4741,0.97
10/03/2020,628.25,6.38,14.4746,5.7768,4.75,10.8793,8.4448,6.7834,2.2,1.5,1.579,0.4959,1.03
09/03/2020,593.07,5.52,13.5944,5.4426,4.32,10.7362,8.3143,6.5217,2,1.446,1.42,0.4372,0.905
06/03/2020,684.74,6.36,14.0154,6.5693,5.6,11.3469,9.2859,7.6071,2.64,1.782,1.7825,0.5153,1.072
05/03/2020,728.17,6.7,14.7712,6.8271,5.96,11.7764,9.8515,7.83,3.078,1.922,1.993,0.5932,1.26
04/03/2020,770.54,7.27,16.3401,7.295,6.6,12.1676,9.9578,7.9753,3.28,2.09,2.14,0.6279,1.407
03/03/2020,766.32,7.3,15.9766,7.0945,6.5,12.2154,9.7354,7.7379,3.25,2.16,2.174,0.6299,1.45
28/02/2020,720.35,7.07,13.604,6.5025,6.3,12.2344,9.3777,7.1588,2.954,1.984,1.9995,0.5614,1.287
27/02/2020,768.83,7,13.9676,7.0276,6.57,12.5207,10.1705,7.4911,3.31,2.22,2.218,0.609,1.364
26/02/2020,811.34,7.32,14.8955,7.4382,7.16,12.788,10.7506,7.7,3.75,2.46,2.429,0.6705,1.502
25/02/2020,833.81,7.48,15.6896,7.6387,7.63,12.9788,10.8956,8.0228,3.808,2.59,2.479,0.6938,1.596
24/02/2020,818.35,7.3,14.9242,7.6196,7.5,12.7021,10.5959,7.719,3.52,2.47,2.372,0.6457,1.535
21/02/2020,893.03,8.21,16.5984,8.4074,8.45,13.2747,11.553,8.4026,4.118,2.9,2.62,0.734,1.699
20/02/2020,913.08,8.4,17.182,8.5792,8.69,13.4655,11.7077,8.45,4.22,3.038,2.718,0.7767,1.75
19/02/2020,916.8,8.42,17.6986,8.6174,8.52,13.4751,11.6883,8.3646,4.2,3.06,2.78,0.7816,1.777
18/02/2020,911.82,8.25,17.7751,8.5936,8.44,13.1697,11.5143,8.2791,4.178,3.066,2.775,0.7786,1.745
17/02/2020,919.77,8.31,17.8421,8.7463,8.51,13.1697,11.6013,8.3076,4.2,3.09,2.876,0.8015,1.787
14/02/2020,922.3,8.29,17.8899,8.8227,8.54,13.1697,11.582,8.2317,4.206,3.106,2.92,0.8024,1.815
13/02/2020,920.24,8.2,18.2726,8.7845,8.62,13.2269,11.5047,8.1652,4.192,3.11,2.89,0.7876,1.825
12/02/2020,917.56,7.97,17.6986,8.9755,8.5,13.0838,11.5047,8.0892,4.192,3.18,2.947,0.7935,1.854
11/02/2020,917,7.97,18.2057,9.071,8.5,13.2365,11.0793,8.1462,4.14,3.14,2.92,0.7886,1.807
10/02/2020,902.98,8,17.9569,8.7845,8.41,13.1792,11.0309,8.0513,4.1,2.98,2.84,0.7786,1.711
07/02/2020,910.91,8,17.8325,8.88,8.55,13.6278,11.1566,7.9753,4.2,3,2.848,0.7915,1.71
06/02/2020,921.45,8.1,17.7082,9.071,8.39,13.3605,11.0986,8.1462,4.27,3.182,2.938,0.8203,1.77
05/02/2020,920.99,8.1,17.6412,9.0232,8.4,13.2556,11.1469,8.0323,4.26,3.26,2.942,0.8223,1.75
04/02/2020,916.75,8.12,17.6699,8.9278,8.27,13.2269,10.9729,7.9088,4.26,3.24,2.93,0.8183,1.782
03/02/2020,903.47,7.93,17.6029,8.7893,8.25,12.9597,10.8859,7.7285,4.11,3.192,2.918,0.8015,1.791
31/01/2020,910.9,8.09,17.5742,8.8609,8.38,12.8834,10.8762,7.7285,4.19,3.222,2.884,0.8267,1.814
30/01/2020,921.21,8.16,17.6029,9.1235,8.65,12.8452,10.8762,7.7095,4.21,3.212,2.917,0.8362,1.826
29/01/2020,931.21,8.32,17.8421,9.3574,8.85,12.8834,10.8569,7.8519,4.3,3.224,2.975,0.8555,1.852
28/01/2020,933.43,8.36,17.9186,9.367,8.85,12.8929,10.9343,7.8994,4.3,3.236,2.945,0.853,1.834
27/01/2020,936.25,8.28,18.1004,9.4577,8.85,13.0743,11.2146,7.8994,4.3,3.25,2.969,0.8704,1.836
24/01/2020,948.64,8.47,18.617,9.6916,9.02,13.1411,11.3306,7.8804,4.328,3.33,3.045,0.9006,1.855
23/01/2020,939.17,8.3,18.2248,9.6152,8.9,13.1506,11.3113,7.7759,4.196,3.26,3.02,0.9061,1.855
22/01/2020,942.92,8.3,18.3477,9.7585,8.94,13.246,11.3886,7.8709,4.194,3.29,3.049,0.8927,1.852
21/01/2020,942.27,8.35,18.2059,9.8635,9.04,13.0933,11.1566,7.8234,4.24,3.31,3.028,0.9021,1.855
20/01/2020,940.2,8.4,18.1397,9.8635,8.95,13.1697,11.0696,7.8519,4.222,3.288,3.026,0.9165,1.87
17/01/2020,934.22,8.43,17.6762,9.6439,8.8,13.1697,11.0599,7.8614,4.25,3.284,3.006,0.8927,1.871
16/01/2020,932.13,8.5,17.4776,9.4816,8.69,13.1697,10.9633,7.8614,4.23,3.3,3,0.8947,1.871
15/01/2020,928.66,8.45,17.0237,9.4529,8.68,13.0743,10.7312,7.719,4.206,3.29,2.96,0.8922,1.86
14/01/2020,923.69,8.44,17.0331,9.4816,8.65,13.2651,10.7135,7.586,4.244,3.3,2.88,0.853,1.815
13/01/2020,919.39,8.54,17.2223,9.367,8.6,13.1792,10.6958,7.4531,4.222,3.302,2.82,0.8461,1.843
10/01/2020,923.63,8.65,17.3547,9.3097,8.6,13.1601,10.9263,7.3772,4.292,3.206,2.851,0.863,1.87
09/01/2020,926.06,8.74,17.3263,9.367,8.47,13.3033,10.8643,7.2917,4.36,3.178,2.872,0.8639,1.89
08/01/2020,914.17,8.75,17.2034,9.3192,8.38,13.3415,10.4297,7.3012,4.256,3,2.83,0.8342,1.856
07/01/2020,924.69,8.8,17.3736,9.5054,8.31,13.4846,10.5006,7.4721,4.31,3.06,2.97,0.8828,1.88
03/01/2020,920.09,8.64,17.629,9.4243,8.24,13.456,10.3144,7.4056,4.326,2.99,2.945,0.8927,1.88
02/01/2020,930.71,8.45,17.6762,9.4911,8.48,13.6468,10.4652,7.5196,4.35,3.034,3.045,0.9116,1.91
31/12/2019,916.67,8.23,17.5438,9.3383,8.4,13.6087,10.2789,7.2727,4.13,2.99,3.02,0.9125,1.923
30/12/2019,917.79,8.14,17.4871,9.3956,8.39,13.5991,10.4031,7.2727,4.164,2.992,3,0.9011,1.905
27/12/2019,920.54,8.3,17.402,9.3479,8.4,13.79,10.3321,7.3107,4.24,3.01,3.022,0.9125,1.917
23/12/2019,912.52,8.11,17.7046,9.367,8.4,13.5991,10.4031,7.2917,4.144,2.94,2.969,0.8828,1.917
20/12/2019,892.06,7.97,17.1561,9.1951,8.16,13.1411,10.0395,7.3202,4.1,2.84,2.907,0.8714,1.88
19/12/2019,902.78,7.97,17.4398,9.3527,8.31,13.1124,10.5095,7.4911,4.148,2.94,2.98,0.861,1.9
18/12/2019,905.64,7.88,18.1964,9.4529,8.34,13.0743,10.6248,7.4721,4.07,2.99,2.955,0.8694,1.906
17/12/2019,894.49,7.44,17.7803,9.4529,8.33,12.6734,10.7135,7.4246,4.122,2.98,2.912,0.861,1.876
16/12/2019,880.76,7.1,17.6857,9.1951,8.1,12.3299,10.2434,7.4151,3.89,2.976,2.895,0.8654,1.876
13/12/2019,891.08,7.18,17.9694,9.3574,8.11,12.4062,10.6071,7.3772,3.92,3.03,2.999,0.8927,1.896
12/12/2019,885.21,7.2,17.733,9.3718,8.16,12.6066,10.4031,7.0259,3.81,3.024,2.956,0.8868,1.87
11/12/2019,883.96,7.4,17.3925,9.3479,8.25,12.7307,10.1814,7.0259,3.49,3.052,2.933,0.8877,1.869
10/12/2019,861.67,7.39,16.6927,9.1187,8.23,12.5303,9.8,7.0069,3.296,2.92,2.85,0.8491,1.77
09/12/2019,863.77,7.32,16.8534,9.0423,8.29,12.7021,9.6936,6.8645,3.244,2.912,2.811,0.8461,1.772
06/12/2019,873.21,7.25,17.0142,9.1903,8.36,12.6734,9.7557,6.8645,3.278,2.986,2.88,0.8669,1.813
05/12/2019,878.57,7.23,17.402,9.2906,8.35,12.8548,9.7734,6.855,3.296,2.976,2.892,0.8828,1.835
04/12/2019,888.68,7.15,17.4776,9.4004,8.39,12.9311,9.7557,6.9024,3.33,3.08,2.98,0.9086,1.897
03/12/2019,881.28,7.04,16.7399,9.3574,8.14,12.8929,9.667,7.0259,3.26,3.002,2.952,0.9026,1.886
02/12/2019,892.97,7.1,17.2128,9.5866,8.39,12.9406,9.8177,7.0828,3.29,3.13,2.999,0.923,1.88
29/11/2019,901.58,7.2,17.2128,9.6439,8.35,13.017,9.8976,7.0638,3.234,3.18,3.074,0.9483,1.91
28/11/2019,899.75,7.18,17.5155,9.3956,8.3,13.1029,9.7202,7.0164,3.202,3.12,3.126,0.9532,1.899
27/11/2019,895.03,7.25,17.6762,9.3622,8.18,13.1411,9.2235,6.8265,3.15,3.132,3.057,0.9324,1.865
26/11/2019,891.86,7.0609,17.3831,9.3574,8.18,13.0838,9.0196,6.9499,3.126,3.13,3.08,0.9349,1.872
25/11/2019,898.23,7.1738,17.7614,9.3383,8.27,13.3128,8.9397,7.0354,3.118,3.13,3.146,0.9621,1.9
22/11/2019,891.3,7.2774,16.7399,9.367,8.28,13.246,8.8688,7.0259,3.122,3.09,3.115,0.9497,1.89
21/11/2019,883.39,7.5033,16.9764,9.367,8.2,13.1697,8.7358,7.0259,3.104,3.072,3.03,0.9522,1.805
20/11/2019,890.37,7.4374,17.4965,9.4052,8.2,13.2842,8.7801,7.1113,3.15,3.11,3.06,0.9572,1.85
19/11/2019,893.37,7.3245,17.5722,9.4625,8.2,12.8834,8.7047,6.9974,3.19,3.176,3.13,0.977,1.906
18/11/2019,888.29,7.1927,17.5911,9.4338,8.12,12.7593,8.6781,6.9784,3.142,3.102,3.052,0.9631,1.92
15/11/2019,885.24,7.2397,17.5628,9.3574,8.05,12.7593,8.5805,6.9784,3.186,3,3.02,0.9473,1.919
14/11/2019,889.84,7.1927,17.3547,9.4386,7.98,12.8357,8.5406,6.9404,3.174,3.042,3.06,0.9562,1.925
13/11/2019,870.93,7.1079,17.3358,9.4052,7.97,12.8261,8.483,6.8455,3.114,2.944,2.869,0.9021,1.805
12/11/2019,866.48,6.7314,17.3736,9.4147,8.04,12.8357,8.6027,6.8645,3.112,2.962,2.85,0.9016,1.786
11/11/2019,855.92,6.6843,17.0899,9.3288,8.03,12.8261,8.5761,6.798,3.064,2.864,2.756,0.863,1.74
08/11/2019,864.69,6.7219,17.0048,9.367,8.15,12.788,8.6027,6.9024,3.07,2.978,2.788,0.8729,1.781
07/11/2019,869.47,6.7125,16.8837,9.3813,8.15,12.8548,8.5894,6.9119,3.104,2.998,2.875,0.8823,1.848
06/11/2019,859.81,6.6937,16.4088,9.3574,8.01,12.9311,8.4697,6.8929,3.068,2.892,2.805,0.8386,1.771
05/11/2019,873.34,6.7784,16.7626,9.4243,8.1,13.017,8.4697,6.9404,3.052,3.03,2.95,0.8848,1.856
04/11/2019,879.25,6.7878,16.5764,9.3574,8.14,13.0743,8.514,6.9404,3.152,3.084,3.01,0.8927,1.873
01/11/2019,880.36,6.7219,16.297,9.3908,8.06,12.9597,8.8067,6.9404,3.174,3.09,3.024,0.9046,1.91
31/10/2019,882.57,6.7219,16.297,9.367,8.2,12.9788,8.6471,6.9499,3.17,3.13,3.04,0.9006,1.911
30/10/2019,875.73,6.7502,16.297,9.2238,8.16,12.9788,8.6914,6.8835,3.06,3.066,3.009,0.8912,1.88
29/10/2019,873.4,6.7125,16.297,9.3527,8.14,12.9788,8.6471,6.9499,3.076,3.08,2.964,0.8977,1.84
25/10/2019,872.3,6.7784,16.2504,9.5198,8.14,12.8643,8.6471,6.9974,3.044,3.088,2.904,0.8778,1.8
24/10/2019,873.98,6.7596,16.297,9.3574,8.14,12.9693,8.6559,6.9689,3.05,3.078,2.899,0.8788,1.8
23/10/2019,873.13,6.7314,16.2039,9.5007,8.1,12.9693,8.5628,6.9594,3.058,3.082,2.934,0.8808,1.799
22/10/2019,873.5,6.7314,16.2039,9.5579,8.12,12.8834,8.6382,6.9879,3.1,3.064,2.878,0.8858,1.78
21/10/2019,867.16,6.769,16.2225,9.4147,8.02,13.0265,8.7801,6.9689,3.052,3.05,2.777,0.8877,1.755
18/10/2019,862.58,6.769,16.2784,9.3956,7.93,12.912,8.7624,7.0259,3.03,2.988,2.75,0.8729,1.729
17/10/2019,859.32,6.7408,16.0921,9.3718,7.9,12.8834,8.7801,7.0354,2.992,2.98,2.75,0.863,1.718
16/10/2019,858.37,6.8726,16.2784,9.2238,7.8,12.807,8.6338,6.9309,2.992,2.964,2.75,0.8649,1.718
15/10/2019,858.16,6.882,16.1573,9.2619,7.94,12.6734,8.4608,6.8835,3.07,3,2.756,0.8768,1.718
14/10/2019,855.89,6.8726,15.9245,9.2238,7.98,12.4444,8.4253,6.9024,3.02,3,2.734,0.8739,1.719
11/10/2019,855.95,6.9761,16.1946,9.2047,7.99,12.4062,8.4697,6.9214,3.098,2.98,2.7,0.8788,1.7
10/10/2019,839.22,7.0044,15.8034,9.0614,7.91,12.4062,8.3056,6.836,2.94,2.83,2.55,0.853,1.626
09/10/2019,831.72,6.9479,15.4868,9.0614,7.95,12.4062,8.2923,6.798,2.92,2.708,2.45,0.8327,1.542
08/10/2019,824.06,6.9855,15.105,9.0137,7.91,12.3299,8.3455,6.6461,2.844,2.628,2.4,0.8233,1.519
07/10/2019,829.52,7.0609,14.7884,9.0758,7.85,12.1676,8.4342,6.722,2.952,2.72,2.454,0.8263,1.565
04/10/2019,824.29,7.0891,14.4997,8.9278,7.82,12.1676,8.2081,6.7315,2.89,2.68,2.42,0.8213,1.544
03/10/2019,822.8,6.995,14.509,8.8132,8.01,12.1199,8.1593,6.6461,2.862,2.7,2.426,0.8233,1.544
02/10/2019,835.55,7.0797,14.7511,8.7845,8,12.1676,8.2036,6.8645,2.964,2.796,2.56,0.8391,1.605
01/10/2019,861.5,7.3245,15.6731,9.0519,8.19,12.1676,8.2347,6.9594,3.148,2.978,2.76,0.8729,1.72
30/09/2019,868.42,7.3433,16.2132,9.1426,8.1,12.0627,8.3677,7.0449,3.14,3.08,2.793,0.8808,1.713
27/09/2019,870.35,7.2303,16.0549,9.2285,8.08,12.2249,8.4253,7.0923,3.222,3.05,2.788,0.8818,1.71
26/09/2019,866.18,7.1079,15.7289,9.367,8.04,12.2154,8.5495,7.0069,3.128,3.01,2.77,0.8729,1.69
25/09/2019,862.09,7.0232,15.5334,9.3192,8.01,12.1199,8.5185,6.8455,3.064,3.02,2.748,0.861,1.68
24/09/2019,868.01,7.1079,15.5799,9.5388,8,12.2249,8.4963,7.0544,2.91,3.036,2.8,0.8679,1.697
23/09/2019,862.59,7.0514,15.5799,9.5484,8.2,12.1486,8.514,7.0638,2.91,2.99,2.712,0.8431,1.677
20/09/2019,876.17,7.0985,16.1573,9.7107,8.2,12.2631,8.6471,7.1208,2.906,3.014,2.765,0.8649,1.718
19/09/2019,873.93,7.2962,16.2132,9.5579,8.13,12.1676,8.6958,7.1113,2.894,3.094,2.678,0.8431,1.719
18/09/2019,872.58,7.541,16.0362,9.6439,8.12,12.1867,8.7801,7.1113,2.92,3.08,2.632,0.8173,1.719
17/09/2019,861.91,7.3998,15.8034,9.4243,7.86,12.1008,8.7801,6.9879,2.776,3.074,2.593,0.8233,1.676
16/09/2019,867.94,7.6257,16.3901,9.472,7.98,12.0054,8.8244,7.0259,2.8,3.1,2.613,0.8282,1.719
13/09/2019,856.99,7.5598,16.2132,9.4147,7.95,11.7955,8.6737,7.0449,2.778,3.096,2.598,0.8183,1.66
12/09/2019,850.55,7.5692,15.9431,9.3049,7.69,11.7382,8.5894,6.798,2.788,3.02,2.582,0.8084,1.647
11/09/2019,857.3,7.5975,16.0921,9.4243,7.94,11.7859,8.6382,6.8835,2.83,3.05,2.6,0.8134,1.668
10/09/2019,849.81,7.5692,15.5054,9.4386,7.76,11.6905,8.6914,6.874,2.78,2.94,2.53,0.7935,1.629
09/09/2019,858.8,8.3036,15.701,9.4625,7.76,11.7096,8.7579,7.2347,2.9,2.95,2.54,0.7995,1.607
06/09/2019,869.38,8.5578,15.5241,9.5293,7.85,11.7668,8.7446,7.3772,3.06,3,2.63,0.8124,1.63
05/09/2019,874.65,8.5954,15.6637,9.7394,7.9,11.8718,8.6914,7.3582,3.06,3.05,2.68,0.8034,1.649
04/09/2019,854.48,8.5013,15.3657,9.5484,7.88,11.4519,8.3899,7.2727,3.02,2.93,2.549,0.7786,1.59
03/09/2019,853.89,8.6048,15.9897,9.5293,7.67,11.366,8.3278,7.4341,3.038,2.86,2.47,0.7558,1.56
02/09/2019,860.51,8.6331,16.0456,9.515,7.8,11.4901,8.514,7.4341,3.084,2.948,2.556,0.7831,1.598
30/08/2019,868.1,8.7178,16.2784,9.6439,7.85,11.5855,8.5052,7.3962,2.77,3.08,2.638,0.7985,1.629
29/08/2019,858.46,8.7084,15.8686,9.5961,7.83,11.5664,8.4786,7.2442,2.8,2.99,2.585,0.7717,1.619
28/08/2019,843.42,8.6613,15.2912,9.4768,7.87,11.4519,8.248,7.3012,2.77,2.92,2.42,0.7395,1.55
27/08/2019,831.64,8.7555,14.6859,9.3097,8,11.4042,8.1593,7.0354,2.646,2.81,2.318,0.7062,1.484
26/08/2019,828.95,8.5672,14.36,9.4338,7.9,11.3851,8.2036,6.9309,2.652,2.8,2.32,0.7008,1.5
23/08/2019,831.7,8.586,14.5276,9.5293,8,11.4519,8.3101,7.0923,2.66,2.74,2.284,0.6918,1.477
22/08/2019,845.22,8.7366,15.0957,9.7203,8.17,11.4519,8.381,6.9784,2.776,2.79,2.318,0.7132,1.569
21/08/2019,832.72,8.6519,14.9001,9.6057,8.01,11.4519,8.4342,6.874,2.64,2.682,2.23,0.6963,1.502
20/08/2019,829.74,8.2847,15.2447,9.6152,8.1,11.5378,8.483,6.9309,2.59,2.482,2.178,0.6755,1.46
19/08/2019,828.3,8.3036,14.8815,9.5341,8.11,11.471,8.5273,6.6461,2.538,2.522,2.161,0.6889,1.45
16/08/2019,792.06,7.9082,13.9502,9.1999,7.7,11.3565,8.2568,6.2188,2.422,2.316,1.966,0.6338,1.341
14/08/2019,798.89,7.9647,14.5462,9.1903,7.52,11.3565,8.4697,6.3992,2.45,2.356,1.9355,0.6467,1.33
13/08/2019,818.51,8.2377,14.9001,9.5102,7.75,11.471,8.6027,6.4657,2.52,2.52,2.098,0.6943,1.38
12/08/2019,831.16,8.4636,15.3099,9.7394,8.02,11.6428,8.6604,6.5606,2.564,2.562,2.145,0.7142,1.385
09/08/2019,840.27,8.3789,15.4216,9.7012,8.02,11.6332,8.7091,6.6366,2.516,2.73,2.275,0.739,1.46
08/08/2019,846.8,8.2753,15.552,9.9112,8.06,11.7859,8.6027,6.6936,2.528,2.764,2.279,0.7528,1.489
07/08/2019,837.56,8.0965,15.552,9.768,8.07,11.6714,8.6072,6.6461,2.53,2.634,2.28,0.739,1.48
06/08/2019,844.47,8.2377,15.4682,9.7012,8.12,11.7382,8.6559,6.741,2.63,2.694,2.292,0.7395,1.5
05/08/2019,851.2,8.4542,15.4775,9.9303,8.07,11.7191,8.789,6.7315,2.602,2.648,2.368,0.7588,1.54
02/08/2019,885.11,8.8308,16.1107,10.4173,8.18,11.6905,8.8688,6.836,2.7,2.95,2.58,0.8188,1.675
01/08/2019,895.04,8.9438,16.3529,10.6083,8.19,11.7477,8.9131,6.8835,2.81,3.066,2.6,0.8461,1.74
31/07/2019,899.93,8.8496,16.4367,10.5223,8.17,11.8718,9.0284,6.8835,2.82,3.1,2.65,0.8739,1.763
30/07/2019,889.81,8.8214,16.6509,10.5319,8.12,11.7382,8.9752,6.9024,2.65,2.902,2.577,0.8679,1.715
29/07/2019,895.04,8.9343,16.6974,10.7228,8.16,11.8718,9.0196,6.8835,2.72,2.89,2.57,0.8719,1.71
26/07/2019,890.7,9.1415,16.7347,10.6751,8.16,11.8718,9.1437,6.9024,2.762,2.808,2.468,0.858,1.65
25/07/2019,885.99,9.0473,16.7533,10.4555,8.25,11.8432,8.9397,6.9214,2.76,2.8,2.4,0.86,1.629
24/07/2019,874.34,8.7272,16.1759,10.4268,8.28,11.8718,8.8244,6.8835,2.82,2.74,2.32,0.8382,1.603
23/07/2019,869.64,8.6425,16.446,10.4364,8.26,11.7382,8.8644,6.8265,2.74,2.7,2.33,0.8233,1.59
22/07/2019,864.99,8.8496,16.5112,10.6083,8.1,11.8145,8.8244,6.836,2.37,2.65,2.334,0.8332,1.593
19/07/2019,867.81,8.8779,16.5764,10.7515,8.11,11.7758,8.8067,6.855,2.22,2.8,2.36,0.8431,1.64
18/07/2019,870.58,8.9908,16.7161,10.761,8.16,11.8613,8.7313,6.9119,2.25,2.8,2.36,0.8352,1.619
17/07/2019,868.01,9.0756,16.7626,10.6751,8.16,11.8328,8.7978,6.9024,2.176,2.766,2.331,0.8183,1.61
16/07/2019,855.91,8.8967,16.7161,10.3696,8.17,11.8708,8.5939,6.8929,2.08,2.674,2.244,0.8049,1.608
15/07/2019,851.28,8.9438,16.6881,10.1499,8.15,11.8708,8.6205,6.9119,2.2,2.65,2.168,0.8015,1.6
12/07/2019,858.35,8.8308,16.4926,10.1977,8.25,11.8708,8.5983,6.9594,2.254,2.756,2.17,0.8039,1.595
11/07/2019,863.33,8.8308,16.7254,10.3027,8.24,11.8803,8.4786,6.9974,2.34,2.902,2.242,0.8163,1.625
10/07/2019,861.57,8.8025,16.2411,10.1404,8.13,11.8328,8.6293,6.9974,2.362,2.906,2.33,0.8233,1.668
09/07/2019,840.58,8.5389,16.0362,9.8826,8.1,11.7188,8.5539,6.7031,2.224,2.7,2.229,0.7955,1.6
08/07/2019,878.17,9.1791,16.9954,10.2645,8.27,12.0322,8.9131,7.0069,2.39,3.01,2.336,0.8382,1.72
05/07/2019,894.66,9.3015,17.5076,10.2168,8.39,12.0227,8.9131,6.9689,2.47,3.24,2.48,0.8828,1.845
04/07/2019,892.94,9.085,16.7813,10.2168,8.36,12.1937,8.7801,6.836,2.488,3.19,2.475,0.8848,1.807
03/07/2019,891.31,8.8308,16.3901,10.1118,8.34,11.8766,8.8688,6.76,2.336,3.12,2.41,0.8669,1.8
02/07/2019,874.47,8.8402,16.0642,9.8444,8.17,11.8674,8.7358,6.7031,2.03,3.06,2.362,0.861,1.75
01/07/2019,874.38,8.8684,16.0642,9.873,8.17,11.8033,8.6914,6.6936,1.994,3.096,2.407,0.861,1.76
28/06/2019,868.48,8.4824,15.8314,9.6916,8.15,11.904,8.7358,6.6936,1.89,3.064,2.41,0.858,1.76
27/06/2019,859.12,8.3789,15.552,9.7298,8.15,11.7758,8.6914,6.6936,1.823,2.95,2.352,0.8233,1.67
26/06/2019,852.27,8.1153,15.552,9.6439,8.3,11.5378,8.4342,6.6746,1.888,2.91,2.34,0.8134,1.689
25/06/2019,846.66,7.8517,15.3657,9.3001,8.1,11.4462,8.4076,6.6271,1.875,2.88,2.3,0.8005,1.645
24/06/2019,849.35,7.8046,15.5054,9.4567,8.15,11.3546,8.5411,6.6461,1.93,2.918,2.345,0.8134,1.674
21/06/2019,838.72,7.7575,15.6265,9.3646,8.28,11.144,8.3367,6.6936,1.78,2.92,2.232,0.8099,1.61
20/06/2019,836.78,7.7105,15.4123,9.1712,8.13,11.4462,8.149,6.5132,1.728,2.97,2.25,0.8203,1.61
19/06/2019,844,7.6916,15.1143,9.162,8.1,11.5378,8.1699,6.4752,2.09,3.07,2.373,0.8248,1.63
18/06/2019,853.32,7.7387,15.1422,9.2081,8.09,11.6202,8.3159,6.5511,2.13,3.17,2.48,0.8352,1.66
14/06/2019,847.36,7.6257,14.4065,9.2035,8.18,11.492,8.2074,6.6366,2.13,3.178,2.48,0.8411,1.67
13/06/2019,850.37,7.5881,14.63,9.2725,8.16,11.5469,8.3033,6.6176,2.136,3.18,2.449,0.8525,1.685
12/06/2019,843.73,7.5128,14.9653,9.3001,8.12,11.318,8.1741,6.6936,2.1,2.96,2.42,0.852,1.685
11/06/2019,845.95,7.5692,15.2167,9.4014,8.19,11.4279,8.2992,6.7031,2.114,2.966,2.43,0.8352,1.71
10/06/2019,842.76,7.2115,15.3657,9.4383,8.25,11.3912,8.2491,6.6461,2.158,2.9,2.404,0.8332,1.705
07/06/2019,815.97,7.0044,15.0677,9.2035,8.09,11.0982,7.9405,6.6366,1.952,2.63,2.3,0.7975,1.595
06/06/2019,816.95,7.0514,15.3192,9.162,8.03,11.1074,7.8905,6.5986,1.991,2.688,2.29,0.8054,1.572
05/06/2019,821.4,7.0514,15.3564,9.1022,8.03,11.3363,7.757,6.6081,2.168,2.74,2.295,0.7945,1.625
04/06/2019,813.33,7.0609,15.0677,9.1436,8.1,11.3729,7.757,6.5417,2.18,2.65,2.205,0.7836,1.581
03/06/2019,836.84,7.1079,15.2726,9.2081,8.14,11.4096,7.953,6.5796,2.226,2.984,2.4,0.8471,1.72
31/05/2019,830.24,7.0609,14.807,8.9917,8.01,11.2173,7.8196,6.5891,1.991,2.89,2.368,0.8679,1.69
30/05/2019,818.33,6.9761,14.9001,8.8213,8.0007,11.2264,7.7487,6.5511,1.832,2.8,2.224,0.8639,1.6
29/05/2019,793.06,6.9573,14.7139,8.7016,7.9077,11.0799,7.6319,6.5037,1.597,2.44,2.12,0.8134,1.52
28/05/2019,794.63,6.9667,14.9281,8.9963,7.8984,10.6678,7.6569,6.6461,1.634,2.54,2.12,0.8134,1.495
27/05/2019,776.6,6.8914,14.6673,8.8628,7.7309,10.8968,7.5902,6.6556,1.621,2.208,2.1,0.7409,1.44
24/05/2019,732.02,6.1853,13.9689,8.2826,7.4239,10.4847,7.1732,6.4277,1.459,1.733,1.98,0.6889,1.238
23/05/2019,725.56,6.1288,13.6895,8.1399,7.3495,10.3382,7.1231,6.3992,1.32,1.649,1.981,0.6943,1.24
22/05/2019,731.49,6.2136,13.8478,8.2873,7.4239,10.2283,7.0063,6.4087,1.316,1.602,2.06,0.739,1.223
21/05/2019,733.18,6.2324,14.034,8.2504,7.4425,10.4847,7.0063,6.4087,1.371,1.565,2.032,0.7479,1.229
